	228
HOWARD BEACH         NY 11414-3402	1
HOWARD BEACH         NY 11414-3404	1
HOWARD BEACH         NY 11414-3417	1
HOWARD BEACH         NY 11414-3419	1
HOWARD BEACH         NY 11414-3514	1
HOWARD BEACH         NY 11414-3630	1
HOWARD BEACH         NY 11414-3631	1
HOWARD BEACH         NY 11414-3704	1
HOWARD BEACH         NY 11414-3733	1
HOWARD BEACH         NY 11414-3803	2
HOWARD BEACH         NY 11414-3921	2
HOWARD BEACH         NY 11414-4001	2
HOWARD BEACH         NY 11414-4014	1
HOWARD BEACH         NY 11414-4032	1
HOWARD BEACH         NY 11414-4050	1
HOWARD BEACH         NY 11694-1412	1
HOWELL               NJ 07731-1994	1
HUDSON               NY 12534-1315	1
HUDSON               NY 12534-9219	1
HUDSON               OH 44236-2931	1
HULL                 MA 02045-2129	1
HUMMELSTOWN          PA 17036-8987	1
HUNTINGTN BCH        CA 92649-4833	1
HUNTINGTON           NY 11743	2
HUNTINGTON           NY 11743-2024	2
HUNTINGTON           NY 11743-2103	1
HUNTINGTON           NY 11743-2186	1
HUNTINGTON           NY 11743-2252	1
HUNTINGTON           NY 11743-2465	2
HUNTINGTON           NY 11743-3931	1
HUNTINGTON           NY 11743-5145	1
HUNTINGTON           NY 11743-5542	1
HUNTINGTON STATION   NY 11746-1703	1
HUNTINGTON STATION   NY 11746-2645	2
HUNTSVILLE           AL 35801-5260	1
INDIAN RK BCH        FL 33785-3718	1
INDIANA              PA 15701-1440	1
INWOOD               NY 11096	1
INWOOD               NY 11096-1300	1
IPSWICH              MA 01938-1457	1
IRVINE               CA 92602-1017	1
IRVINE               CA 92603-0200	2
IRVINE               CA 92612-5698	4
IRVINE               CA 92619-0787	2
IRVINE               CA 92619-4086	1
IRVING               TX 75039	1
ISELIN               NJ 08830-1734	1
ISELIN               NJ 08830-3025	1
ISLANDIA             NY 11749-1589	1
JACKSON              NJ 08527	2
JACKSON              NJ 08527-2017	1
JACKSON              NJ 08527-6401	1
JACKSON              WY 83001-9517	1
JACKSON HEIGHTS      NY 11372	3
JACKSON HEIGHTS      NY 11372-0247	1
JACKSON HEIGHTS      NY 11372-1004	1
JACKSON HEIGHTS      NY 11372-1057	1
JACKSON HEIGHTS      NY 11372-1149	1
JACKSON HEIGHTS      NY 11372-1304	2
JACKSON HEIGHTS      NY 11372-1309	2
JACKSON HEIGHTS      NY 11372-1454	1
JACKSON HEIGHTS      NY 11372-1533	1
JACKSON HEIGHTS      NY 11372-1915	2
JACKSON HEIGHTS      NY 11372-2614	2
JACKSON HEIGHTS      NY 11372-2703	1
JACKSON HEIGHTS      NY 11372-3434	1
JACKSON HEIGHTS      NY 11372-3933	1
JACKSON HEIGHTS      NY 11372-4529	2
JACKSON HEIGHTS      NY 11372-4805	1
JACKSON HEIGHTS      NY 11372-4841	1
JACKSON HEIGHTS      NY 11372-5509	2
JACKSON HEIGHTS      NY 11372-6422	1
JACKSON HEIGHTS      NY 11372-6605	2
JACKSON HEIGHTS      NY 11372-6614	1
JACKSON HEIGHTS      NY 11372-7257	2
JACKSONVILLE         FL 32202-4423	1
JAMAICA              NY 11373	1
JAMAICA              NY 11374	1
JAMAICA              NY 11411-1014	1
JAMAICA              NY 11411-1114	1
JAMAICA              NY 11411-1136	1
JAMAICA              NY 11411-1404	1
JAMAICA              NY 11411-1410	1
JAMAICA              NY 11411-1542	1
JAMAICA              NY 11411-1806	1
JAMAICA              NY 11411-2016	1
JAMAICA              NY 11411-2127	1
JAMAICA              NY 11411-2209	1
JAMAICA              NY 11411-2212	1
JAMAICA              NY 11412-1137	1
JAMAICA              NY 11412-1730	1
JAMAICA              NY 11412-2011	1
JAMAICA              NY 11412-2022	1
JAMAICA              NY 11412-2415	1
JAMAICA              NY 11412-2553	1
JAMAICA              NY 11412-3025	1
JAMAICA              NY 11412-3107	1
JAMAICA              NY 11412-3140	1
JAMAICA              NY 11412-3200	1
JAMAICA              NY 11412-3338	1
JAMAICA              NY 11412-3618	2
JAMAICA              NY 11412-3820	1
JAMAICA              NY 11412-3821	1
JAMAICA              NY 11412-4026	1
JAMAICA              NY 11412-4035	1
JAMAICA              NY 11413-1037	1
JAMAICA              NY 11413-1136	1
JAMAICA              NY 11413-1142	1
JAMAICA              NY 11413-1316	1
JAMAICA              NY 11413-1421	1
JAMAICA              NY 11413-1520	1
JAMAICA              NY 11413-1810	1
JAMAICA              NY 11413-2408	1
JAMAICA              NY 11413-2605	1
JAMAICA              NY 11413-2620	1
JAMAICA              NY 11413-2621	1
JAMAICA              NY 11413-2623	1
JAMAICA              NY 11413-2641	1
JAMAICA              NY 11413-2709	1
JAMAICA              NY 11413-2917	1
JAMAICA              NY 11413-3042	1
JAMAICA              NY 11413-3108	1
JAMAICA              NY 11413-3334	1
JAMAICA              NY 11413-3446	1
JAMAICA              NY 11413-3500	1
JAMAICA              NY 11413-4215	1
JAMAICA              NY 11414	1
JAMAICA              NY 11414-1768	3
JAMAICA              NY 11414-1793	7
JAMAICA              NY 11414-1814	1
JAMAICA              NY 11414-2035	3
JAMAICA              NY 11414-2602	1
JAMAICA              NY 11414-2619	1
JAMAICA              NY 11414-2645	1
JAMAICA              NY 11414-2708	1
JAMAICA              NY 11414-2819	1
JAMAICA              NY 11414-2930	1
JAMAICA              NY 11414-3120	1
JAMAICA              NY 11414-3215	1
JAMAICA              NY 11414-3303	1
JAMAICA              NY 11414-3319	1
JAMAICA              NY 11414-3329	1
JAMAICA              NY 11414-3342	1
JAMAICA              NY 11414-3427	1
JAMAICA              NY 11414-3440	1
JAMAICA              NY 11414-3502	1
JAMAICA              NY 11414-3703	1
JAMAICA              NY 11414-3711	1
JAMAICA              NY 11414-3802	1
JAMAICA              NY 11414-3921	1
JAMAICA              NY 11415-1107	1
JAMAICA              NY 11415-2104	1
JAMAICA              NY 11415-2240	1
JAMAICA              NY 11415-2372	1
JAMAICA              NY 11416-1037	1
JAMAICA              NY 11416-1108	1
JAMAICA              NY 11416-1328	1
JAMAICA              NY 11416-1618	1
JAMAICA              NY 11416-2001	1
JAMAICA              NY 11416-2521	1
JAMAICA              NY 11416-2636	1
JAMAICA              NY 11417-1321	1
JAMAICA              NY 11417-1514	1
JAMAICA              NY 11417-1919	1
JAMAICA              NY 11417-2119	1
JAMAICA              NY 11417-2300	2
JAMAICA              NY 11417-2428	1
JAMAICA              NY 11417-2632	1
JAMAICA              NY 11417-2813	1
JAMAICA              NY 11417-2824	1
JAMAICA              NY 11417-2917	1
JAMAICA              NY 11417-3017	1
JAMAICA              NY 11418-1116	1
JAMAICA              NY 11418-1142	1
JAMAICA              NY 11418-1603	1
JAMAICA              NY 11418-1606	1
JAMAICA              NY 11418-1642	1
JAMAICA              NY 11418-1954	1
JAMAICA              NY 11418-1958	1
JAMAICA              NY 11418-2136	3
JAMAICA              NY 11418-2427	1
JAMAICA              NY 11418-2639	1
JAMAICA              NY 11418-3212	1
JAMAICA              NY 11418-3222	1
JAMAICA              NY 11418-3409	1
JAMAICA              NY 11418-3417	1
JAMAICA              NY 11419	2
JAMAICA              NY 11419-1019	1
JAMAICA              NY 11419-1049	1
JAMAICA              NY 11419-1106	1
JAMAICA              NY 11419-1242	1
JAMAICA              NY 11419-1510	2
JAMAICA              NY 11419-1512	1
JAMAICA              NY 11419-1714	1
JAMAICA              NY 11419-1727	1
JAMAICA              NY 11419-1805	1
JAMAICA              NY 11419-1896	1
JAMAICA              NY 11419-1906	1
JAMAICA              NY 11419-2115	3
JAMAICA              NY 11419-2116	2
JAMAICA              NY 11419-2210	1
JAMAICA              NY 11419-2211	1
JAMAICA              NY 11419-2217	2
JAMAICA              NY 11419-2218	1
JAMAICA              NY 11419-2233	1
JAMAICA              NY 11419-2238	2
JAMAICA              NY 11419-2301	1
JAMAICA              NY 11419-2302	1
JAMAICA              NY 11419-2347	1
JAMAICA              NY 11419-2352	2
JAMAICA              NY 11419-2356	1
JAMAICA              NY 11419-2520	2
JAMAICA              NY 11419-2601	1
JAMAICA              NY 11419-2905	1
JAMAICA              NY 11419-3209	1
JAMAICA              NY 11420-1209	1
JAMAICA              NY 11420-1430	1
JAMAICA              NY 11420-1619	1
JAMAICA              NY 11420-1912	1
JAMAICA              NY 11420-2022	1
JAMAICA              NY 11420-2214	1
JAMAICA              NY 11420-2216	1
JAMAICA              NY 11420-2318	1
JAMAICA              NY 11420-2421	1
JAMAICA              NY 11420-2630	1
JAMAICA              NY 11420-2710	1
JAMAICA              NY 11420-2932	1
JAMAICA              NY 11420-3043	1
JAMAICA              NY 11420-3240	1
JAMAICA              NY 11420-3424	1
JAMAICA              NY 11420-3525	1
JAMAICA              NY 11420-3610	1
JAMAICA              NY 11420-3620	1
JAMAICA              NY 11420-3711	1
JAMAICA              NY 11420-3918	1
JAMAICA              NY 11420-3928	1
JAMAICA              NY 11420-4021	1
JAMAICA              NY 11420-4105	2
JAMAICA              NY 11421-1027	1
JAMAICA              NY 11421-1840	1
JAMAICA              NY 11421-2462	1
JAMAICA              NY 11421-2536	1
JAMAICA              NY 11421-2614	2
JAMAICA              NY 11421-2650	1
JAMAICA              NY 11421-2808	1
JAMAICA              NY 11421-2915	1
JAMAICA              NY 11421-2949	1
JAMAICA              NY 11422	4
JAMAICA              NY 11422-1029	1
JAMAICA              NY 11422-1119	1
JAMAICA              NY 11422-1305	1
JAMAICA              NY 11422-1312	14
JAMAICA              NY 11422-1325	1
JAMAICA              NY 11422-1408	1
JAMAICA              NY 11422-1412	1
JAMAICA              NY 11422-1438	1
JAMAICA              NY 11422-1459	2
JAMAICA              NY 11422-1639	1
JAMAICA              NY 11422-1719	1
JAMAICA              NY 11422-1726	1
JAMAICA              NY 11422-1808	1
JAMAICA              NY 11422-1819	1
JAMAICA              NY 11422-1837	1
JAMAICA              NY 11422-1902	1
JAMAICA              NY 11422-1911	1
JAMAICA              NY 11422-2008	1
JAMAICA              NY 11422-2009	1
JAMAICA              NY 11422-2113	1
JAMAICA              NY 11422-2123	1
JAMAICA              NY 11422-2226	1
JAMAICA              NY 11422-2246	1
JAMAICA              NY 11422-2305	1
JAMAICA              NY 11422-2312	1
JAMAICA              NY 11422-2448	1
JAMAICA              NY 11422-2526	1
JAMAICA              NY 11422-2549	1
JAMAICA              NY 11422-2620	1
JAMAICA              NY 11422-2705	1
JAMAICA              NY 11422-2717	2
JAMAICA              NY 11422-2805	1
JAMAICA              NY 11422-2836	1
JAMAICA              NY 11422-3014	1
JAMAICA              NY 11422-3019	1
JAMAICA              NY 11422-3101	2
JAMAICA              NY 11422-3207	1
JAMAICA              NY 11422-3224	1
JAMAICA              NY 11422-3236	1
JAMAICA              NY 11422-3276	1
JAMAICA              NY 11423-1008	1
JAMAICA              NY 11423-1046	1
JAMAICA              NY 11423-1047	2
JAMAICA              NY 11423-1162	1
JAMAICA              NY 11423-1255	1
JAMAICA              NY 11423-1414	1
JAMAICA              NY 11423-1576	3
JAMAICA              NY 11423-1809	1
JAMAICA              NY 11423-2035	1
JAMAICA              NY 11423-2201	1
JAMAICA              NY 11423-2212	1
JAMAICA              NY 11423-2217	1
JAMAICA              NY 11423-2338	1
JAMAICA              NY 11423-2418	1
JAMAICA              NY 11423-2539	1
JAMAICA              NY 11423-2553	1
JAMAICA              NY 11423-2631	1
JAMAICA              NY 11423-2639	1
JAMAICA              NY 11423-2643	1
JAMAICA              NY 11423-2702	1
JAMAICA              NY 11423-2716	1
JAMAICA              NY 11423-2723	4
JAMAICA              NY 11423-2746	1
JAMAICA              NY 11423-2831	1
JAMAICA              NY 11423-3042	1
JAMAICA              NY 11423-3220	1
JAMAICA              NY 11423-3224	1
JAMAICA              NY 11423-3413	1
JAMAICA              NY 11426-1224	1
JAMAICA              NY 11426-1229	1
JAMAICA              NY 11426-1504	1
JAMAICA              NY 11426-1520	1
JAMAICA              NY 11426-1619	1
JAMAICA              NY 11426-1647	2
JAMAICA              NY 11426-1701	1
JAMAICA              NY 11426-1713	1
JAMAICA              NY 11426-1809	1
JAMAICA              NY 11426-1851	1
JAMAICA              NY 11426-1912	1
JAMAICA              NY 11426-2130	1
JAMAICA              NY 11426-2145	1
JAMAICA              NY 11426-2518	1
JAMAICA              NY 11426-2522	1
JAMAICA              NY 11427	1
JAMAICA              NY 11427-1039	1
JAMAICA              NY 11427-1219	1
JAMAICA              NY 11427-1228	1
JAMAICA              NY 11427-1323	1
JAMAICA              NY 11427-1345	1
JAMAICA              NY 11427-1415	1
JAMAICA              NY 11427-1732	1
JAMAICA              NY 11427-1916	1
JAMAICA              NY 11427-2002	3
JAMAICA              NY 11427-2014	1
JAMAICA              NY 11427-2114	1
JAMAICA              NY 11427-2244	1
JAMAICA              NY 11427-2317	1
JAMAICA              NY 11427-2330	1
JAMAICA              NY 11427-2407	1
JAMAICA              NY 11427-2426	1
JAMAICA              NY 11427-2637	1
JAMAICA              NY 11428-1023	1
JAMAICA              NY 11428-1054	1
JAMAICA              NY 11428-1059	1
JAMAICA              NY 11428-1119	1
JAMAICA              NY 11428-1129	1
JAMAICA              NY 11428-1223	1
JAMAICA              NY 11428-1329	1
JAMAICA              NY 11428-1421	1
JAMAICA              NY 11428-1544	4
JAMAICA              NY 11428-1736	1
JAMAICA              NY 11428-1821	1
JAMAICA              NY 11428-1848	1
JAMAICA              NY 11428-1939	1
JAMAICA              NY 11428-2009	2
JAMAICA              NY 11428-9998	1
JAMAICA              NY 11429-1096	1
JAMAICA              NY 11429-1110	1
JAMAICA              NY 11429-1225	1
JAMAICA              NY 11429-1540	1
JAMAICA              NY 11429-1816	1
JAMAICA              NY 11429-2002	1
JAMAICA              NY 11429-2028	1
JAMAICA              NY 11429-2032	1
JAMAICA              NY 11429-2118	1
JAMAICA              NY 11429-2310	1
JAMAICA              NY 11429-2729	1
JAMAICA              NY 11432	3
JAMAICA              NY 11432-1043	1
JAMAICA              NY 11432-1114	1
JAMAICA              NY 11432-1115	1
JAMAICA              NY 11432-1127	1
JAMAICA              NY 11432-1308	1
JAMAICA              NY 11432-1309	2
JAMAICA              NY 11432-1315	1
JAMAICA              NY 11432-1316	1
JAMAICA              NY 11432-1325	1
JAMAICA              NY 11432-1403	1
JAMAICA              NY 11432-1404	1
JAMAICA              NY 11432-1414	1
JAMAICA              NY 11432-1417	1
JAMAICA              NY 11432-1424	1
JAMAICA              NY 11432-1436	1
JAMAICA              NY 11432-1443	1
JAMAICA              NY 11432-1445	1
JAMAICA              NY 11432-1454	1
JAMAICA              NY 11432-1501	1
JAMAICA              NY 11432-1536	1
JAMAICA              NY 11432-1613	1
JAMAICA              NY 11432-1705	1
JAMAICA              NY 11432-1714	1
JAMAICA              NY 11432-1716	1
JAMAICA              NY 11432-1721	1
JAMAICA              NY 11432-1727	1
JAMAICA              NY 11432-1729	1
JAMAICA              NY 11432-1736	2
JAMAICA              NY 11432-1739	1
JAMAICA              NY 11432-1809	1
JAMAICA              NY 11432-1823	1
JAMAICA              NY 11432-1824	1
JAMAICA              NY 11432-1906	1
JAMAICA              NY 11432-2033	1
JAMAICA              NY 11432-2035	1
JAMAICA              NY 11432-2040	1
JAMAICA              NY 11432-2125	1
JAMAICA              NY 11432-2223	1
JAMAICA              NY 11432-2448	1
JAMAICA              NY 11432-2452	1
JAMAICA              NY 11432-2464	2
JAMAICA              NY 11432-2505	1
JAMAICA              NY 11432-2726	2
JAMAICA              NY 11432-2935	1
JAMAICA              NY 11432-2944	1
JAMAICA              NY 11432-3321	1
JAMAICA              NY 11432-3322	2
JAMAICA              NY 11432-3440	2
JAMAICA              NY 11432-3456	1
JAMAICA              NY 11432-3634	1
JAMAICA              NY 11432-3920	2
JAMAICA              NY 11432-3927	1
JAMAICA              NY 11432-3935	2
JAMAICA              NY 11432-4033	1
JAMAICA              NY 11432-4140	1
JAMAICA              NY 11432-4250	1
JAMAICA              NY 11432-4550	1
JAMAICA              NY 11432-4551	1
JAMAICA              NY 11432-4564	1
JAMAICA              NY 11432-4654	2
JAMAICA              NY 11432-4752	1
JAMAICA              NY 11432-4860	1
JAMAICA              NY 11432-4913	1
JAMAICA              NY 11432-5141	1
JAMAICA              NY 11432-5515	1
JAMAICA              NY 11432-5520	1
JAMAICA              NY 11432-5538	1
JAMAICA              NY 11432-5540	1
JAMAICA              NY 11432-5609	1
JAMAICA              NY 11432-5613	1
JAMAICA              NY 11432-5768	1
JAMAICA              NY 11432-5775	2
JAMAICA              NY 11432-5806	1
JAMAICA              NY 11432-6005	1
JAMAICA              NY 11433	9
JAMAICA              NY 11433-1045	1
JAMAICA              NY 11433-1231	1
JAMAICA              NY 11433-1426	1
JAMAICA              NY 11433-1595	1
JAMAICA              NY 11433-1708	1
JAMAICA              NY 11433-1811	1
JAMAICA              NY 11433-1923	2
JAMAICA              NY 11433-2380	1
JAMAICA              NY 11433-2429	1
JAMAICA              NY 11433-2606	1
JAMAICA              NY 11433-2611	1
JAMAICA              NY 11433-2623	1
JAMAICA              NY 11433-2712	1
JAMAICA              NY 11433-2813	1
JAMAICA              NY 11433-2922	1
JAMAICA              NY 11433-3035	1
JAMAICA              NY 11433-3439	1
JAMAICA              NY 11433-3452	1
JAMAICA              NY 11433-3456	1
JAMAICA              NY 11433-3615	1
JAMAICA              NY 11433-3621	1
JAMAICA              NY 11433-3706	1
JAMAICA              NY 11433-3814	1
JAMAICA              NY 11433-3825	1
JAMAICA              NY 11433-3826	1
JAMAICA              NY 11433-3936	2
JAMAICA              NY 11433-4117	1
JAMAICA              NY 11433-4138	1
JAMAICA              NY 11433-4139	1
JAMAICA              NY 11434	10
JAMAICA              NY 11434-	1
JAMAICA              NY 11434-0158	1
JAMAICA              NY 11434-1003	1
JAMAICA              NY 11434-1008	2
JAMAICA              NY 11434-1018	1
JAMAICA              NY 11434-1220	1
JAMAICA              NY 11434-1318	1
JAMAICA              NY 11434-1430	1
JAMAICA              NY 11434-1437	1
JAMAICA              NY 11434-1456	2
JAMAICA              NY 11434-1509	1
JAMAICA              NY 11434-1722	1
JAMAICA              NY 11434-1823	1
JAMAICA              NY 11434-1829	1
JAMAICA              NY 11434-1956	1
JAMAICA              NY 11434-2040	1
JAMAICA              NY 11434-2139	1
JAMAICA              NY 11434-2221	1
JAMAICA              NY 11434-2230	1
JAMAICA              NY 11434-2242	1
JAMAICA              NY 11434-2243	1
JAMAICA              NY 11434-2245	1
JAMAICA              NY 11434-2253	1
JAMAICA              NY 11434-2258	1
JAMAICA              NY 11434-2524	1
JAMAICA              NY 11434-2526	1
JAMAICA              NY 11434-2713	1
JAMAICA              NY 11434-2858	2
JAMAICA              NY 11434-2944	1
JAMAICA              NY 11434-3404	1
JAMAICA              NY 11434-3408	1
JAMAICA              NY 11434-3418	1
JAMAICA              NY 11434-3443	1
JAMAICA              NY 11434-3510	1
JAMAICA              NY 11434-3628	1
JAMAICA              NY 11434-3638	1
JAMAICA              NY 11434-3639	1
JAMAICA              NY 11434-3721	1
JAMAICA              NY 11434-3737	1
JAMAICA              NY 11434-3742	1
JAMAICA              NY 11434-4017	1
JAMAICA              NY 11434-4018	1
JAMAICA              NY 11434-4019	1
JAMAICA              NY 11434-4107	1
JAMAICA              NY 11434-4127	1
JAMAICA              NY 11434-4221	1
JAMAICA              NY 11434-4546	1
JAMAICA              NY 11434-4634	1
JAMAICA              NY 11434-4826	1
JAMAICA              NY 11434-4837	1
JAMAICA              NY 11434-5011	1
JAMAICA              NY 11434-5250	3
JAMAICA              NY 11434-5302	1
JAMAICA              NY 11434-5413	1
JAMAICA              NY 11434-5414	1
JAMAICA              NY 11434-5706	1
JAMAICA              NY 11434-5736	1
JAMAICA              NY 11434-6101	1
JAMAICA              NY 11435	6
JAMAICA              NY 11435-1203	1
JAMAICA              NY 11435-1257	1
JAMAICA              NY 11435-1295	1
JAMAICA              NY 11435-1866	2
JAMAICA              NY 11435-2076	1
JAMAICA              NY 11435-2100	1
JAMAICA              NY 11435-2139	1
JAMAICA              NY 11435-2140	1
JAMAICA              NY 11435-2148	1
JAMAICA              NY 11435-2664	1
JAMAICA              NY 11435-2930	1
JAMAICA              NY 11435-3001	1
JAMAICA              NY 11435-3002	1
JAMAICA              NY 11435-3003	1
JAMAICA              NY 11435-3009	1
JAMAICA              NY 11435-3017	1
JAMAICA              NY 11435-3022	1
JAMAICA              NY 11435-3112	1
JAMAICA              NY 11435-3225	1
JAMAICA              NY 11435-3309	1
JAMAICA              NY 11435-3327	1
JAMAICA              NY 11435-3329	3
JAMAICA              NY 11435-3330	1
JAMAICA              NY 11435-3620	1
JAMAICA              NY 11435-3623	1
JAMAICA              NY 11435-4055	1
JAMAICA              NY 11435-4508	1
JAMAICA              NY 11435-4515	1
JAMAICA              NY 11435-4622	1
JAMAICA              NY 11435-4803	1
JAMAICA              NY 11435-4823	1
JAMAICA              NY 11435-4905	1
JAMAICA              NY 11435-4921	1
JAMAICA              NY 11435-4926	1
JAMAICA              NY 11435-5012	1
JAMAICA              NY 11435-5100	1
JAMAICA              NY 11435-5223	1
JAMAICA              NY 11435-5228	1
JAMAICA              NY 11435-5242	1
JAMAICA              NY 11435-5417	1
JAMAICA              NY 11435-5422	1
JAMAICA              NY 11435-5441	1
JAMAICA              NY 11435-5511	1
JAMAICA              NY 11435-5601	1
JAMAICA              NY 11435-5605	1
JAMAICA              NY 11435-5713	1
JAMAICA              NY 11435-5805	1
JAMAICA              NY 11435-5827	1
JAMAICA              NY 11435-6311	1
JAMAICA              NY 11436-1015	1
JAMAICA              NY 11436-1034	1
JAMAICA              NY 11436-1120	2
JAMAICA              NY 11436-1237	1
JAMAICA              NY 11436-1242	1
JAMAICA              NY 11436-1410	1
JAMAICA              NY 11436-1627	1
JAMAICA              NY 11436-1634	1
JAMAICA              NY 11436-1720	1
JAMAICA              NY 11436-1911	1
JAMAICA              NY 11436-2050	1
JAMAICA              NY 11436-2212	1
JAMAICA PLAIN        MA 02130-3491	2
JAMESVILLE           NY 13078-3280	2
JEAN                 NV 89019-7031	1
JERICHO              NY 11753-0061	2
JERICHO              NY 11753-0069	1
JERICHO              NY 11753-1030	1
JERICHO              NY 11753-1158	2
JERICHO              NY 11753-1306	1
JERICHO              NY 11753-1309	1
JERICHO              NY 11753-1319	2
JERICHO              NY 11753-1638	1
JERICHO              NY 11753-1920	1
JERICHO              NY 11753-1940	1
JERICHO              NY 11753-2233	1
JERICHO              NY 11753-2726	3
JERSEY CITY          NJ 07302	1
JERSEY CITY          NJ 07302-1758	2
JERSEY CITY          NJ 07302-6497	1
JERSEY CITY          NJ 07302-7021	1
JERSEY CITY          NJ 07302-7022	2
JERSEY CITY          NJ 07302-7054	1
JERSEY CITY          NJ 07302-8539	1
JERSEY CITY          NJ 07304-6127	1
JERSEY CITY          NJ 07305	1
JERSEY CITY          NJ 07306-2905	8
JERSEY CITY          NJ 07306-4014	1
JERSEY CITY          NJ 07310	1
JERSEY CITY          NJ 07310-1518	1
JERSEY CITY          NJ 07310-1680	1
JERSEY CITY          NJ 07310-2019	1
JERSEY CITY          NJ 07311	2
JERSEY CITY          NY 07302	1
JOHNS CREEK          GA 30097-1692	1
JOHNSON CITY         NY 13790-5100	2
JUPITER              FL 33458	1
JUPITER              FL 33477-6916	1
KANSAS CITY          MO 64141-6580	1
KATONAH              NY 10536-1408	2
KATONAH              NY 10536-3177	1
KATONAH              NY 10536-3517	1
KENDALL PARK         NJ 08824-1605	1
KENILWORTH           IL 60043-1231	1
KENOSHA              WI 53140-3889	1
KERHONKSON           NY 12446-0659	1
KESWICK              VA 22947-0010	2
KETCHUM              ID 83340-1326	2
KEW GARDENS          NY 11415	4
KEW GARDENS          NY 11415-1038	2
KEW GARDENS          NY 11415-1323	1
KEW GARDENS          NY 11415-1438	6
KEW GARDENS          NY 11415-1524	1
KEW GARDENS          NY 11415-2205	1
KEW GARDENS          NY 11415-2709	1
KEW GARDENS          NY 11415-2711	4
KEW GARDENS          NY 11415-2712	4
KEW GARDENS          NY 11415-3107	1
KEW GARDENS          NY 11415-3129	2
KEW GARDENS          NY 11415-3314	1
KEY BISCAYNE         FL 33149	2
KEY BISCAYNE         FL 33149-1548	1
KEY BISCAYNE         FL 33149-2547	2
KEY BISCAYNE         FL 33149-2651	2
KEY LARGO            FL 33037-5267	1
KEY WEST             FL 33040-6914	2
KIAWAH ISLAND        SC 29455-5753	1
KILLINGTON           VT 05751-0225	1
KINGS PARK           NY 11754-4024	1
KINGS PARK           NY 11754-4547	1
KINGS POINT          NY 11024-1203	1
KINGS POINT          NY 11024-1435	1
KINGS POINT          NY 11024-1534	2
KINGS POINT          NY 11024-1553	1
KINGS POINT          NY 11024-1622	1
KINGS POINT          NY 11024-1747	1
KINGWOOD             TX 77339-1669	2
KINNELON             NJ 07405-2738	1
KINNELON             NJ 07405-2854	2
KISSIMMEE            FL 34746-1921	1
LA CANADA FLINTRIDGE CA 91011-1752	1
LA JOLLA             CA 92037-3908	1
LA JOLLA             CA 92037-6506	2
LA MESA              CA 91941	2
LA VERNE             CA 91750-5640	1
LAFAYETTE            CO 80026-9311	1
LAGRANGEVILLE        NY 12540-5600	2
LAGUNA BEACH         CA 92651-2061	1
LAGUNA NIGUEL        CA 92677-7653	1
LAKE ARIEL           PA 18436-4736	1
LAKE FOREST          IL 60045-2667	2
LAKE GROVE           NY 11755-1843	1
LAKE HOPATCONG       NJ 07849-1550	1
LAKE PLACID          NY 12946	1
LAKE PLACID          NY 12946-0332	1
LAKE SUCCESS         NY 11042	3
LAKE SUCCESS         NY 11042-1085	1
LAKE WORTH           FL 33467-5917	1
LANDING              NJ 07850	3
LARCHMONT            NY 10538-1108	1
LARCHMONT            NY 10538-1346	1
LARCHMONT            NY 10538-1958	2
LARCHMONT            NY 10538-2722	1
LARCHMONT            NY 10538-3031	1
LARCHMONT            NY 10538-3430	1
LARCHMONT            NY 10538-3517	2
LARKSPUR             CA 94939-1505	1
LAS VEGAS            NV 89134-0505	2
LAS VEGAS            NV 89144-4470	1
LAS VEGAS            NV 89145-8641	2
LAS VEGAS            NV 89183-7937	1
LAUBEN GERMANY          87493	1
LAURELTON            NY 11413-1347	1
LAURELTON            NY 11413-1730	1
LAURELTON            NY 11413-1828	1
LAURELTON            NY 11413-1830	1
LAURELTON            NY 11413-1836	1
LAURELTON            NY 11413-2024	1
LAURELTON            NY 11413-2432	1
LAURELTON            NY 11413-2447	1
LAURELTON            NY 11413-2538	1
LAURELTON            NY 11413-2830	1
LAURELTON            NY 11413-2932	1
LAURELTON            NY 11413-3619	1
LAWRENCE             KS 66049-4268	1
LAWRENCE             NY 11559-1503	2
LAWRENCE             NY 11559-1621	1
LAWRENCE             NY 11559-1653	1
LAWRENCE             NY 11559-2419	1
LEESBURG             VA 20176-3820	1
LEONIA               NJ 07605-0224	2
LEVITTOWN            NY 11756-1708	2
LEVITTOWN            NY 11756-3100	2
LEVITTOWN            NY 11756-5011	2
LEXINGTON            MA 02420-1917	2
LEXINGTON            MA 02420-2100	2
LEXINGTON            MA 02421-5813	1
LIDO BEACH           NY 11561-4817	1
LIDO BEACH           NY 11561-4853	1
LIGHTHOUSE POINT     FL 33064-8419	1
LINCOLN              MA 01773-2030	1
LINDENHURST          NY 11747	2
LINDENHURST          NY 11757-2585	1
LINDENHURST          NY 11757-6336	1
LITTLE NECK          NY 11362	15
LITTLE NECK          NY 11362-1231	1
LITTLE NECK          NY 11362-1251	1
LITTLE NECK          NY 11362-1304	1
LITTLE NECK          NY 11362-1306	1
LITTLE NECK          NY 11362-1314	1
LITTLE NECK          NY 11362-1335	1
LITTLE NECK          NY 11362-1336	1
LITTLE NECK          NY 11362-1533	1
LITTLE NECK          NY 11362-1712	1
LITTLE NECK          NY 11362-1718	1
LITTLE NECK          NY 11362-1735	1
LITTLE NECK          NY 11362-1736	1
LITTLE NECK          NY 11362-1806	1
